"","KO","logFC","AveExpr","t","P.Value","FDR","B","regulated","gene","description","label"
"38","K00068",0.663890577124318,-0.896101222065659,0.555698819156984,0.578803289861904,0.720643694437413,-5.82074103736318,"normal","srlD"," sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]",NA
"39","K00074",-2.25357333960647,1.57822141668262,-2.13156721930563,0.0338005334213728,0.105192562051771,-3.84960518836447,"normal","paaH, hbd, fadB, mmgB"," 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]",NA
"40","K00075",0.9297063146854,5.17303831870659,1.51131928428928,0.131689477357445,0.267559573043698,-4.89790106001972,"normal","murB"," UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]",NA
"41","K00076",-0.117427462443255,0.269502797480471,-0.100684619733579,0.919863585375713,0.953256387247539,-5.96079953295585,"normal","hdhA"," 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]",NA
"42","K00077",-1.79632437100089,-0.731737668025705,-1.48990520087657,0.137229618957783,0.274927283721679,-4.92783240088862,"normal","panE, apbA"," 2-dehydropantoate 2-reductase [EC:1.1.1.169]",NA
"43","K00087",-3.1129727103009,-5.44021100126886,-3.88756258209493,0.000123022678154759,0.00359019832068104,0.953454716330511,"down","ygeS, xdhA"," xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]",NA
"44","K00088",0.973388060290938,5.92029121013216,1.97256846490321,0.0494013861905681,0.135376174312275,-4.15156136416994,"normal","IMPDH, guaB"," IMP dehydrogenase [EC:1.1.1.205]",NA
"45","K00090",-2.61516508059616,-4.79244657316784,-2.95669604224197,0.00333969651350318,0.0212124284670283,-1.92211377971534,"down","ghrB"," glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]",NA
"46","K00091",0.686965301299225,-3.81806711029947,0.691077102780406,0.490015812911348,0.644048607364104,-5.74164978983235,"normal","E1.1.1.219"," dihydroflavonol-4-reductase [EC:1.1.1.219]",NA
"47","K00096",-0.0613647302202613,-5.45013638593077,-0.0781766892426951,0.937736141653027,0.962982326155091,-5.96268837842544,"normal","araM, egsA"," glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]",NA
"48","K00097",-0.325977688197106,3.22290346142233,-0.369022982185423,0.712353524892429,0.825531187725806,-5.90167587388339,"normal","pdxA"," 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]",NA
"49","K00098",-1.13733560680144,-5.63126591005793,-1.48839228643553,0.137627762183031,0.274978328470426,-4.92993114637382,"normal","idnD"," L-idonate 5-dehydrogenase [EC:1.1.1.264]",NA
"50","K00099",0.0754507218365346,4.4352201789442,0.105399733579901,0.916124362367575,0.950893261107437,-5.96034362405796,"normal","dxr"," 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]",NA
"51","K00100",-0.470782784562916,1.92814748720614,-0.450950873174201,0.652328979259135,0.778244554930922,-5.8701734595913,"normal","bdhAB"," butanol dehydrogenase [EC:1.1.1.-]",NA
"52","K00101",0.203927988354703,0.8140665167606,0.179747837556274,0.857463782860817,0.917835524788703,-5.95039725665014,"normal","lldD"," L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]",NA
"53","K00102",-1.86576974214133,-4.67199403480743,-2.08714449757845,0.0376624058843371,0.112448778441723,-3.93625808439621,"normal","LDHD, dld"," D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]",NA
"54","K00104",-2.85518640114248,0.710394200823999,-2.55505871788503,0.0110771795157865,0.0488923785524368,-2.93514439906719,"down","glcD"," glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]",NA
"55","K00105",2.32228078108896,2.21106573862012,2.32236559194916,0.0208374399323749,0.0755785755499666,-3.45733890200413,"up","E1.1.3.21"," alpha-glycerophosphate oxidase [EC:1.1.3.21]",NA
"56","K00108",-0.848179426492923,-4.52761112568389,-0.92662835428042,0.354814666261817,0.523190113610885,-5.5632554087592,"normal","betA, CHDH"," choline dehydrogenase [EC:1.1.99.1]",NA
"57","K00111",-2.04779434135195,3.97354604686765,-2.6169742380645,0.0092905124467051,0.0432684898926359,-2.78815322163643,"down","glpA, glpD"," glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]",NA
"58","K00112",-2.64651291478105,1.27565607488273,-2.3406989123393,0.0198586798034059,0.0734382492636671,-3.4179374236761,"down","glpB"," glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]",NA
"59","K00113",-3.2664996006177,1.4838736715316,-2.97736472299138,0.00312824702611305,0.0204866788589246,-1.86619970677352,"down","glpC"," glycerol-3-phosphate dehydrogenase subunit C",NA
"60","K00114",-2.85073026022922,-5.56383958487408,-3.74089694940159,0.00021709087341112,0.00444029167884188,0.452699372576252,"down","exaA"," alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]",NA
"61","K00116",1.91743677426214,2.49456999356081,2.02665787452541,0.0435225783440547,0.124328524948462,-4.05139393694923,"normal","mqo"," malate dehydrogenase (quinone) [EC:1.1.5.4]",NA
"62","K00117",-2.34185135821685,-5.59043012399017,-3.10429738641849,0.0020768706692902,0.0158177021415422,-1.51478044472577,"down","gcd"," quinoprotein glucose dehydrogenase [EC:1.1.5.2]",NA
"63","K00121",-1.89413119626656,2.48344071126268,-1.94324544665103,0.0528591259109535,0.142683681370519,-4.2047604787138,"normal","frmA, ADH5, adhC"," S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",NA
"64","K00123",-2.52900133972602,0.559506060750192,-2.14246473855374,0.0329068654196204,0.103384356282703,-3.82807749923448,"normal","fdoG, fdhF, fdwA"," formate dehydrogenase major subunit [EC:1.17.1.9]",NA
"65","K00124",-1.62116381435742,2.7370826567724,-1.71442879136942,0.0874138159492561,0.204515342975618,-4.59312883040513,"normal","fdoH, fdsB"," formate dehydrogenase iron-sulfur subunit",NA
"66","K00127",-1.63904129828878,2.70690066473916,-1.70877792807076,0.0884572810919868,0.206227080712693,-4.60211777992004,"normal","fdoI, fdsG"," formate dehydrogenase subunit gamma",NA
"67","K00128",-4.67214208544523,-2.13867632886104,-4.17979987088791,3.76526059779611e-05,0.00230047229571197,2.00284550243561,"down","ALDH"," aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","ALDH"
"68","K00130",-0.556135476658315,-3.03049817784969,-0.512121413345316,0.608917683153461,0.745344889349645,-5.84255352501099,"normal","betB, gbsA"," betaine-aldehyde dehydrogenase [EC:1.2.1.8]",NA
"69","K00131",3.81763195301167,0.311957587978763,3.2892083076172,0.00111609338476292,0.0105948769156442,-0.97828557281403,"up","gapN"," glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]",NA
"70","K00133",0.344670400078299,5.465078628389,0.584918727203577,0.55901267544826,0.704402126446076,-5.80512009612737,"normal","asd"," aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]",NA
"71","K00134",-0.334412773108872,5.63665271334412,-0.575690521789032,0.565227149654643,0.709753585389121,-5.81013976809502,"normal","GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",NA
"72","K00135",-0.137377425084801,3.51700841406086,-0.164137442657326,0.869726097173249,0.923734784149746,-5.95291575120319,"normal","gabD"," succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]",NA
"73","K00137",-1.52099794071148,-5.99250592249382,-2.16990044239639,0.0307464589016064,0.0982302326260661,-3.77340780314922,"down","prr"," aminobutyraldehyde dehydrogenase [EC:1.2.1.19]",NA
"74","K00138",-1.51777398870232,-3.85978934997084,-1.51728649875338,0.130177115578431,0.265984961181881,-4.88948548533708,"normal","aldB"," aldehyde dehydrogenase [EC:1.2.1.-]",NA
"75","K00140",-0.329507470961601,-0.401957264305196,-0.279349904537275,0.780155949749974,0.872754104484888,-5.92894611985721,"normal","mmsA, iolA, ALDH6A1"," malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]",NA
"76","K00145",-1.37244237777468,0.907665879737009,-1.24037993740204,0.215739438648008,0.373333664437547,-5.24550793205546,"normal","argC"," N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]",NA
"77","K00146",-2.75143421223408,-5.43223895409842,-3.53613032059053,0.000465719233683579,0.00666573231605694,-0.216994810863665,"down","feaB, tynC"," phenylacetaldehyde dehydrogenase [EC:1.2.1.39]",NA
"78","K00147",1.21026020832669,3.93356964785661,1.56617021586908,0.118292581356098,0.249861462882704,-4.81931557581068,"normal","proA"," glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]",NA
"79","K00148",-1.15266951043305,-5.63405460567199,-1.51599439173477,0.13050343987681,0.266001155560876,-4.89131051694301,"normal","fdhA"," glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]",NA
"80","K00150",-2.0626878963477,-5.93534527070394,-2.92263512774336,0.00371685505639876,0.0226203694229912,-2.01345504461566,"down","gap2, gapB"," glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC:1.2.1.59]",NA
"81","K00151",-1.71163114305683,-4.26151515927334,-1.80352464312867,0.0722419997793975,0.176621229281977,-4.44755898286048,"normal","hpaE, hpcC"," 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]",NA
"82","K00153",2.84288159281242,-0.488377327234652,2.36685262791549,0.018532271859807,0.0694021950733267,-3.36121159876284,"up","E1.1.1.306"," S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]",NA
"83","K00156",0.074671951032578,2.92908142024689,0.0818389417995784,0.934825719118021,0.961479640606611,-5.96241342595158,"normal","poxB"," pyruvate dehydrogenase (quinone) [EC:1.2.5.1]",NA
"84","K00158",2.27880498150964,2.98004192381237,2.54936306566872,0.0112560270715877,0.049297919889691,-2.94849702989002,"up","spxB, poxL"," pyruvate oxidase [EC:1.2.3.3]",NA
"85","K00161",1.39079896062939,2.1915168725719,1.39483513466637,0.164028572123205,0.307301876385684,-5.05562939293174,"normal","PDHA, pdhA"," pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]",NA
"86","K00162",1.33876957002273,3.65402875143319,1.66617831928415,0.0966519458569482,0.219026225676968,-4.66894464441561,"normal","PDHB, pdhB"," pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",NA
"87","K00163",0.556847763039955,-2.66080175073247,0.497663543275202,0.619061449472646,0.751656144698787,-5.8493977269732,"normal","aceE"," pyruvate dehydrogenase E1 component [EC:1.2.4.1]",NA
"88","K00164",2.47435199536779,-3.89433947466657,2.4900942853198,0.013275670301423,0.055217882343864,-3.08574879476556,"up","OGDH, sucA"," 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]",NA
"89","K00169",-1.47211991605142,-5.74756795184445,-1.98207256378988,0.0483224076666638,0.133782491157094,-4.1341519828929,"normal","porA"," pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]",NA
"90","K00174",0.766077189257697,3.82245701184387,0.93480135166119,0.350592331395538,0.519667676868695,-5.55613770431794,"normal","korA, oorA, oforA"," 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]",NA
"91","K00175",0.789752578625343,3.68324011797211,0.918968022819024,0.35880130253838,0.527070236622348,-5.569870217527,"normal","korB, oorB, oforB"," 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",NA
"92","K00176",1.82260766449692,2.15977178598105,1.71006143612408,0.08821939270608,0.20603563876264,-4.60007863087451,"normal","korD, oorD"," 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]",NA
"93","K00177",1.19169639855713,2.81614021383264,1.23438453706162,0.217961218280785,0.37619404703704,-5.25243438972113,"normal","korC, oorC"," 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]",NA
"94","K00179",-2.45249754951012,-2.58769488890456,-2.22741249414901,0.0266117003039819,0.0888101150598823,-3.65661985949919,"down","iorA"," indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]",NA
"95","K00180",-2.0788125844792,-2.99843594394364,-1.92339952766438,0.0553128504585018,0.147204151991506,-4.24032487408305,"normal","iorB"," indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]",NA
"96","K00184",2.78071962997176,-4.34021831699653,2.98090563274734,0.00309327715517875,0.02035509743242,-1.85658379018898,"up","dmsB"," dimethyl sulfoxide reductase iron-sulfur subunit",NA
"97","K00185",2.63270982117046,-4.43004088738153,2.8442670829958,0.00473662800471364,0.026659489252062,-2.21981339711124,"up","dmsC"," dimethyl sulfoxide reductase membrane subunit",NA
"98","K00198",1.44123109566052,2.3375543512168,1.45895565235993,0.14555370055973,0.284792985498989,-4.97034796241693,"normal","cooS, acsA"," anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]",NA
"99","K00208",-1.00389467415455,4.64118941501529,-1.43180929361696,0.15316994076473,0.294628724856065,-5.00691459595356,"normal","fabI"," enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]",NA
"100","K00209",1.57838619287069,-1.48315133273903,1.34109277833422,0.180837088975384,0.329307741649528,-5.12419283762021,"normal","fabV, ter"," enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]",NA
"101","K00215",0.672816420322749,5.37914147876136,1.15758491363661,0.247892819916307,0.411548548397062,-5.33822030699561,"normal","dapB"," 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]",NA
"102","K00216",0.864077681817712,0.553804994737282,0.742019660733539,0.458617208658929,0.617506984716196,-5.70745392137854,"normal","entA"," 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]",NA
"103","K00219",-3.3337780902009,-5.14766821885611,-4.06038940551177,6.15929494819086e-05,0.00290953361362159,1.56582058977533,"down","fadH"," 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]",NA
"104","K00226",1.67677943304103,2.8125578580714,1.80526053858576,0.0719694166558864,0.176291115255457,-4.44465107490914,"normal","pyrD"," dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]",NA
"105","K00228",-2.44580721017688,-2.07106894198163,-2.10722570279401,0.0358722690347194,0.109245442155528,-3.89730625725801,"normal","CPOX, hemF"," coproporphyrinogen III oxidase [EC:1.3.3.3]",NA
"106","K00230",-1.09280691360705,-1.34434837793002,-0.918765271628647,0.358907202458061,0.527070236622348,-5.57004455442202,"normal","hemG"," menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]",NA
"107","K00231",1.07920582321319,3.43398801727851,1.28053040782424,0.20128179915229,0.355129470447437,-5.19826638668068,"normal","PPOX, hemY"," protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]",NA
"108","K00239",0.380062095594656,3.95699125203666,0.481083801367914,0.63078421565091,0.760775613283529,-5.85700554498703,"normal","sdhA, frdA"," succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]",NA
"109","K00240",0.572327393255091,5.17602764971918,0.924105460778359,0.356124531904095,0.524147679004246,-5.5654399944726,"normal","sdhB, frdB"," succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",NA
"110","K00241",0.0587476556772328,4.57709127258857,0.0829746156074774,0.933923365603657,0.961194790193168,-5.9623256060554,"normal","sdhC, frdC"," succinate dehydrogenase cytochrome b subunit",NA
"111","K00242",-0.479748654505949,2.9772490376444,-0.505560599243335,0.613511605985268,0.749050477707552,-5.84568359278153,"normal","sdhD, frdD"," succinate dehydrogenase membrane anchor subunit",NA
"112","K00243",0.783861392954138,4.53926106952706,1.14179248310726,0.254390053074117,0.419368396592478,-5.35518390879907,"normal","K00243"," uncharacterized protein",NA
"113","K00244",-2.03897452309978,1.92942036594815,-1.94359698647184,0.052816499324058,0.142665670059811,-4.20412730069698,"normal","frdA"," succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]",NA
"114","K00245",-1.24767360300221,2.20591782155083,-1.21187837105453,0.226448928854426,0.385809081019477,-5.27813916477425,"normal","frdB"," succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]",NA
"115","K00246",-1.81278022634753,1.75979292413883,-1.68219071291979,0.0935028984605239,0.214002658287341,-4.64401987265354,"normal","frdC"," succinate dehydrogenase subunit C",NA
"116","K00247",-3.20783262080907,-3.14546607669916,-2.91547011684383,0.00380098664240115,0.0229630635688464,-2.03254220664438,"down","frdD"," succinate dehydrogenase subunit D",NA
"117","K00248",-2.30530233244919,0.705761594696165,-2.02636649052837,0.0435525830842645,0.124328524948462,-4.05194061332815,"normal","ACADS, bcd"," butyryl-CoA dehydrogenase [EC:1.3.8.1]",NA
"118","K00249",-0.328268631341811,-5.61155926347362,-0.426777122485864,0.66982734025565,0.791034192301911,-5.88012254169693,"normal","ACADM, acd"," acyl-CoA dehydrogenase [EC:1.3.8.7]",NA
"119","K00252",-1.30845472856115,-1.79254431633354,-1.11028595577554,0.26770561820621,0.433220184764373,-5.38833667177922,"normal","GCDH, gcdH"," glutaryl-CoA dehydrogenase [EC:1.3.8.6]",NA
"120","K00253",-1.55109694575328,-4.97622577518548,-1.81957995786608,0.0697530153475859,0.172663733561585,-4.42055929235442,"normal","IVD, ivd"," isovaleryl-CoA dehydrogenase [EC:1.3.8.4]",NA
"121","K00254",0.483550465118826,3.26537945800705,0.565348864202563,0.572230846321948,0.715604159535294,-5.81567045428518,"normal","DHODH, pyrD"," dihydroorotate dehydrogenase [EC:1.3.5.2]",NA
"122","K00257",-0.525609143361181,-1.51323933808484,-0.438348072411662,0.661428403285048,0.785567002339352,-5.87542862849935,"normal","mbtN, fadE14"," acyl-ACP dehydrogenase [EC:1.3.99.-]",NA
"123","K00259",3.13224524227754,0.701288589590483,2.76382638164669,0.00604216917528521,0.0312585753422839,-2.42609754908037,"up","ald"," alanine dehydrogenase [EC:1.4.1.1]",NA
"124","K00260",-1.25949470837659,0.717018024692549,-1.10206826747217,0.271256402588925,0.437183349095391,-5.39683246366991,"normal","gudB, rocG"," glutamate dehydrogenase [EC:1.4.1.2]",NA
"125","K00261",-2.56335776867003,-3.25613273789966,-2.43237958484641,0.0155453351101955,0.0614993915426279,-3.21642292184036,"down","GLUD1_2, gdhA"," glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]",NA
"126","K00262",-0.0843966854990121,5.00114854077566,-0.131091946285286,0.8957845722208,0.937855720995286,-5.95749291318048,"normal","E1.4.1.4, gdhA"," glutamate dehydrogenase (NADP+) [EC:1.4.1.4]",NA
"127","K00265",-0.396949218086181,-5.37349230392603,-0.499989406256716,0.617424606655459,0.751128167060927,-5.84830989444071,"normal","gltB"," glutamate synthase (NADPH) large chain [EC:1.4.1.13]",NA
"128","K00266",0.175755668227533,3.83083469483735,0.219043314601482,0.826755311776772,0.900511961880382,-5.94304557838182,"normal","gltD"," glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA
"129","K00275",-1.1148770216919,1.89171543070145,-1.06735547738803,0.286612240793722,0.45269207524816,-5.43202904142474,"normal","pdxH, PNPO"," pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]",NA
"130","K00278",-0.842412822423785,4.11589952168612,-1.10730656097457,0.268989259229573,0.43441163232517,-5.3914241297062,"normal","nadB"," L-aspartate oxidase [EC:1.4.3.16]",NA
"131","K00281",-2.16078663326227,1.42341618543441,-1.98094869994957,0.0484489515606715,0.133782491157094,-4.13621490043998,"normal","GLDC, gcvP"," glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]",NA
